,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,dataset,level_1,datetime,par1,par1_type,par2,par2_type,alkalinity,dic,opt_k_bisulfate,opt_k_carbonic,opt_k_fluoride,opt_total_borate,opt_gas_constant,opt_pH_scale,salinity,temperature,pressure,total_ammonia,total_borate,total_calcium,total_fluoride,total_phosphate,total_silicate,total_sulfate,total_sulfide,peng_correction,gas_constant,total_alpha,total_beta,pressure_atmosphere,pressure_atmosphere_out,pH,pCO2,fCO2,bicarbonate,carbonate,aqueous_CO2,xCO2,alkalinity_borate,hydroxide,alkalinity_phosphate,alkalinity_silicate,alkalinity_ammonia,alkalinity_sulfide,hydrogen_free,revelle_factor,saturation_calcite,saturation_aragonite,pH_total,pH_sws,pH_free,pH_nbs,gamma_dic,beta_dic,omega_dic,gamma_alk,beta_alk,omega_alk,isocapnic_quotient,isocapnic_quotient_approx,psi,substrate_inhibitor_ratio,alkalinity_alpha,alkalinity_beta,HCO3,CO3,CO2,BOH4,BOH3,OH,Hfree,H3PO4,H2PO4,HPO4,PO4,H3SiO4,H4SiO4,NH3,NH4,HS,H2S,HSO4,SO4,HF,F,alpha,alphaH,beta,betaH,k_CO2,k_carbonic_1,k_carbonic_2,k_water,k_borate,k_bisulfate,k_fluoride,k_phosphoric_1,k_phosphoric_2,k_phosphoric_3,k_silicate,k_ammonia,k_sulfide,k_calcite,k_aragonite,fugacity_factor,vp_factor,fH,k_alpha,k_beta,longitude,latitude,total_nitrate,distance_to_shore,datenum,dayofyear,month,year,pH_total_spectro_out,oxygen,normalized_DIC,salinityeffect_DIC,normalized_TA,salinityeffect_TA,sc_dic,ms_dic,dic_corrected,dic_correctd_final,predicted_alkalinity,predicted_pCO2_air,predicted_fCO2_sea
10,10,10,10,10,10,RWSnmean,3,2018-04-30,2395.48125,1.0,2148.52,2.0,2395.48125,2148.52,1.0,4.0,1.0,1.0,3.0,1.0,32.8025,7.353125,0.0,0.0,389.5999785714286,9638.84564606066,64.03595303936193,0.23125,1.550625,26462.652232661265,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.239924823669979,255.48536177654245,254.4660402506093,1954.405695508704,181.69942415802265,12.41488033327308,258.0441143870823,80.75020543929692,1.9348830839376885,0.2512162694361702,0.0517973446522918,0.0,0.0,0.00517118382023,11.342195174504305,4.39092431615902,2.767817691937456,8.239924823669979,8.232296072737977,8.295789735108238,8.343771754133881,0.000191300473987,0.0002271979779374,-0.0002803092454304,-0.0002271979779374,-0.0002455980565304,0.0002674085988765,1.1847910015780452,1.205342931446731,0.6892248142366981,0.3924854001153255,0.0,0.0,1954.405695508704,181.69942415802265,12.414880333273071,80.75020543929692,307.3948231321317,1.9348830839376885,0.00517118382023,4.82538797242569e-10,0.0017871484125863,0.2078760989577073,0.0216700854805008,0.0517973446522918,1.5968693220143746,0.0,0.0,0.0,0.0,0.0007041140316462,26363.82750908222,0.0001039975540666,63.796708602898576,0.0,0.0,0.0,0.0,0.048654564402044,9.312991649411552e-07,5.245320014497872e-10,1.0638877843698522e-14,1.4948412835111006e-09,0.1942495518972038,0.003180617827605,0.0245731003378643,7.449351197900618e-07,6.361777046957874e-10,1.917455567958e-10,1.3556644763129995e-10,1.5445905328886637e-07,3.996921586589016e-07,6.338269597362516e-07,0.996014508130438,0.9900296944349384,0.7745325263707405,1e-07,1e-07,3.88194375,52.86004375,12.183125,53.50085632110021,17651.0,120,4,2018,8.257111706983455,,2147.8179488640963,0.70205113590373,2394.7565070115643,0.724742988435537,2135.2134828588564,12.604466005239829,2140.2255,2152.90446600524,2366.532139609814,408.93198497634535,387.4458916647116
11,11,11,11,11,11,RWSnmean,4,2018-05-31,2391.588888888889,1.0,2014.25,2.0,2391.588888888889,2014.25,1.0,4.0,1.0,1.0,3.0,1.0,32.10888888888889,11.823888888888888,0.0,0.0,381.3618603174603,9435.031594131917,62.68190842268055,0.2141176470588235,1.4982352941176469,25903.09763718704,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.38526962172044,193.0603953900564,192.3359356674615,1734.1846462596006,270.86736855966205,8.053867533678279,195.7219546978076,113.75388324973862,4.794056308702813,0.254321218279898,0.0712595876617326,0.0,0.0,0.0039337917579506,9.51834066692535,6.570862725595468,4.167236897616675,8.38526962172044,8.377204463983063,8.451368752375707,8.49881118520942,0.0002132389111152,0.0002729137497468,-0.0004016715309899,-0.0002729137497468,-0.0003130490350596,0.0003755496967474,1.276093586703979,1.459626112940012,0.57829190483616,0.5130941068423273,0.0,0.0,1734.1846462596006,270.86736855966205,8.053867533678286,113.75388324973862,266.1470108679084,4.794056308702813,0.0039337917579506,2.1017364905856766e-10,0.0009801901755702,0.1719536948560874,0.0411837618169921,0.0712595876617326,1.4269757064559143,0.0,0.0,0.0,0.0,0.0006486721502045,25803.864332981662,8.598528234796002e-05,62.44169315580434,0.0,0.0,0.0,0.0,0.0420587061646854,1.0383920055450496e-06,6.165633673385862e-10,1.6561796169227943e-14,1.690042427073246e-09,0.1578572102376197,0.0028703044330807,0.0244325917462361,8.177352505136321e-07,8.20583697014493e-10,2.3451580819783714e-10,1.9816494917291127e-10,1.8728141108975521e-07,3.893401051032403e-07,6.137237746343774e-07,0.9962393412793222,0.9865529349435604,0.7563173971446916,1e-07,1e-07,4.461683333333333,52.889627777777775,4.614117647058824,17.08884730421702,17682.0,151,5,2018,8.240692721184379,,1992.2122215747045,22.037778425295528,2371.862962266613,19.72592662227589,2107.924840553827,-115.71261897912244,2140.241,2024.5873810208773,2366.418165159177,406.1586676695628,361.9942007863663
12,12,12,12,12,12,RWSnmean,5,2018-06-30,2412.333333333333,1.0,2142.491666666667,2.0,2412.333333333333,2142.491666666667,1.0,4.0,1.0,1.0,3.0,1.0,32.017500000000005,15.166666666666666,0.0,0.0,380.2764214285714,9408.177439913028,62.50350206349426,0.1616666666666666,1.2049999999999998,25829.371781395686,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.162001134483361,316.3022082261616,315.1621437290851,1933.1629097864704,197.37749875515945,11.95125812503678,321.6782968015486,80.83436205521225,3.362422385941916,0.1803151327049093,0.0453955141156183,0.0,0.0,0.0058385117288768,10.76571566450157,4.80013416341399,3.0643526768152327,8.162001134483361,8.153575146858515,8.236647613730556,8.28186636141429,0.0001994409570919,0.0002391433112318,-0.0002988166212513,-0.0002391433112318,-0.0002599992258558,0.0002849051601745,1.1983164407011844,1.2262157601246646,0.6693650778975379,0.3350103410231118,0.0,0.0,1933.1629097864704,197.37749875515945,11.951258125036793,80.83436205521225,299.4420593733592,3.362422385941916,0.0058385117288768,3.346692739376504e-10,0.0011381070300063,0.1407419855644033,0.0197865737375876,0.0453955141156183,1.1596044858843817,0.0,0.0,0.0,0.0,0.001094660988443,25829.37068673469,0.0001358787132305,62.50336618478102,0.0,0.0,0.0,0.0,0.0379148850173296,1.1237565932780112e-06,7.00266076984221e-10,2.2967979473639443e-14,1.8560146761599998e-09,0.1378771330164727,0.002686340630717,0.024307299514914,8.744376178011294e-07,9.812347818172839e-10,2.7129332824872645e-10,2.6172487249543256e-10,2.145140284489108e-07,3.872165884735934e-07,6.06438313571326e-07,0.9963962323307074,0.9832743350001436,0.7442558957238603,1e-07,1e-07,3.906575,52.27535833333334,0.8608333333333333,31.54487169056793,17712.0,181,6,2018,8.171789843013086,,2120.841877702914,21.649788963752144,2390.56911572041,21.76421761292295,2138.6828616863554,-17.84098398344122,2140.2560000000003,2122.459016016559,2366.403148101004,402.33263419648097,343.0945037567324
13,13,13,13,13,13,RWSnmean,6,2018-07-31,2396.34,1.0,2177.236842105264,2.0,2396.34,2177.236842105264,1.0,4.0,1.0,1.0,3.0,1.0,32.7005,18.27,0.0,0.0,388.38851000000005,9608.873471503895,63.83683202084154,0.1475,1.0745,26380.36611033121,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,7.991080455957365,841.6876937096102,838.7438087632509,1976.885135870713,170.77602424841086,29.575681986139337,858.4144139884243,70.105126914118,3.4043787705955544,0.1591368444239396,0.0372120766619247,0.0,0.0,0.0135734496374233,11.110926709309773,4.144840450011819,2.6692959136442944,7.991080455957365,7.982272664841942,8.074843370459398,8.115960677139308,0.0001982680831357,0.0002317610220722,-0.0002804500815758,-0.0002317610220722,-0.0002465819335128,0.0002646441833975,1.1735181064194524,1.1919141574274017,0.7067725188224346,0.2590299885311698,0.0,0.0,1976.885135870713,170.77602424841086,29.5756819861393,70.105126914118,318.8775527851301,3.4043787705955544,0.0135734496374233,9.074446221103847e-10,0.0012661828308395,0.1256992082446789,0.0167188185433526,0.0372120766619247,1.0401563443907067,0.0,0.0,0.0,0.0,0.0028170541244456,26420.720857402328,0.0003326800986128,63.93415905596667,0.0,0.0,0.0,0.0,0.0344933068685087,1.2130180749627012e-06,8.01364707104097e-10,3.136512819945803e-14,2.042083555880754e-09,0.1239596252875211,0.0025670443831443,0.0242798280388512,9.361222853041846e-07,1.152858365795447e-09,3.1048236044095227e-10,3.3721160209375363e-10,2.4226636736884136e-07,3.960732548288639e-07,6.149316379323139e-07,0.9965338090736532,0.9795962589495912,0.7346559062156075,1e-07,1e-07,4.641724999999999,53.004265,0.3964999999999999,7.989107447554105,17743.0,212,7,2018,8.054504660762822,,2174.0026625601104,3.234179545153438,2392.887572092767,3.452427907232959,2153.941759195971,20.06090336413945,2140.2715000000003,2160.36090336414,2366.5153789296883,397.4833047196784,330.84090705824207
14,14,14,14,14,14,RWSnmean,7,2018-08-31,2301.4,1.0,2079.2,2.0,2301.4,2079.2,1.0,4.0,1.0,1.0,3.0,1.0,33.06777777777778,19.707222222222224,0.0,0.0,392.7507206349207,9716.796154507574,64.55381952271424,0.3049999999999999,5.453888888888889,26676.65889612857,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.002902816459079,450.4375507717893,448.8789102967805,1902.064702822792,161.8950818310681,15.24021534613949,459.84836748015016,72.1978453660036,3.289673709391964,0.0656019151461389,0.0021538576415545,0.0,0.0,0.0081453394260382,11.375062229223666,3.873307748538745,2.506137818209069,8.002902816459079,7.993904919649479,8.089090813407775,8.125676703737248,0.0001827858132202,0.0002145389412909,-0.0002596436315253,-0.0002145389412909,-0.0002296712901706,0.0002471003332555,1.1737176836166965,1.1854402303989866,0.703987277278805,0.2335157079817268,0.0,0.0,1902.064702822792,161.8950818310681,15.240215346139571,72.1978453660036,340.65164034828206,3.289673709391964,0.0081453394260382,2.2112545984493006e-10,0.0005487791647972,0.0533005258608902,0.006150694753187,0.0021538576415545,0.0678461423584454,0.0,0.0,0.0,0.0,0.0017880435221023,28041.81793933413,0.0002079501632069,67.8571116946267,0.0,0.0,0.0,0.0,0.0330255551853667,1.255512882487506e-06,8.527500878536592e-10,3.595204736348808e-14,2.133998606937684e-09,0.1180072534753401,0.0025154964613226,0.0242676037067452,9.656695656341994e-07,1.2382906885882902e-09,3.297247520613478e-10,3.7658217512059614e-10,2.556045817159426e-07,4.009626698338877e-07,6.198298092967959e-07,0.9965957939251974,0.977733798539749,0.7301438329655348,1e-07,1e-07,4.146405555555556,52.99070555555556,0.825,39.405682432876965,17774.0,243,8,2018,8.011021021353205,,2085.801154878593,-6.601154878592752,2308.376678089486,-6.976678089486541,2140.8083836768174,-55.00722879822433,2140.2870000000003,2085.292771201776,2366.5757301586154,392.07577628222,326.8458935322626
15,15,15,15,15,15,RWSnmean,8,2018-09-30,2385.835714285714,1.0,2161.8571428571427,2.0,2385.835714285714,2161.8571428571427,1.0,4.0,1.0,1.0,3.0,1.0,32.74142857142857,18.310714285714287,0.0,0.0,388.874624489796,9620.900121378563,63.91673142113018,0.3285714285714285,3.977142857142857,26413.384281266168,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.02064871629351,454.9966955231383,453.42066629323017,1979.2645810439064,166.9834439321222,15.609117881114276,464.4709450857416,68.83316033102656,3.300098996606225,0.3599340229031712,0.1208097818112611,0.0,0.0,0.0078794282280937,11.704001465793649,4.051074829292069,2.6091363647756727,8.02064871629351,8.011829299845898,8.104720890219475,8.145820141006759,0.0001850539848018,0.000216682858471,-0.0002614601617321,-0.000216682858471,-0.0002319458357257,0.0002495475848208,1.1704312044835858,1.1840736708470812,0.708984062704859,0.2523946760683001,0.0,0.0,1979.2645810439064,166.9834439321222,15.6091178811143,68.83316033102656,320.0414641587694,3.300098996606225,0.0078794282280937,1.2656319310812767e-09,0.0030890631388754,0.2910307041650392,0.0344516600018819,0.1208097818112611,3.8563330753315954,0.0,0.0,0.0,0.0,0.001682189338514,26413.38259907683,0.0001961372172318,63.91653528391294,0.0,0.0,0.0,0.0,0.0344135458972148,1.214434760366016e-06,8.033386378122764e-10,3.1354366331499664e-14,2.0450273790185827e-09,0.1236277245257028,0.0025653652396141,0.0242855187931671,9.372935008020636e-07,1.1506663726448888e-09,3.107856897672192e-10,3.364904027503264e-10,2.42471094878956e-07,3.968699093514419e-07,6.160764876796695e-07,0.9965361696179064,0.9796024259519556,0.734545701555616,1e-07,1e-07,3.9472785714285714,52.56209285714285,1.0342857142857145,43.70831559474164,17804.0,273,9,2018,8.020848668685622,,2159.6090133979064,2.2481294592362246,2383.4518145914262,2.38389969428772,2138.43751682656,21.17149657134678,2140.302,2161.471496571347,2366.522104328646,393.203646394372,331.1238551775022
16,16,16,16,16,16,RWSnmean,9,2018-10-31,2388.207142857143,1.0,2166.1142857142854,2.0,2388.2071428571426,2166.1142857142854,1.0,4.0,1.0,1.0,3.0,1.0,32.777857142857144,16.080714285714286,0.0,0.0,389.3072918367348,9631.604469434553,63.98784607060175,0.2428571428571428,2.9514285714285715,26442.772182098328,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.05052664046847,418.6346931713103,417.14319488199226,1985.7360354697407,165.05609553142818,15.322154713116062,426.17932081708176,69.15124822270398,2.8602564709014926,0.2657136979591114,0.0907994620883482,0.0,0.0,0.0074602027565097,11.787204618678246,3.996962180581912,2.5610218488625285,8.05052664046847,8.041938328364314,8.128296816041416,8.1711473429986,0.0001838999154935,0.000214899259748,-0.0002585121621485,-0.000214899259748,-0.0002297886726888,0.0002469078501171,1.1683240028226567,1.1807432383063914,0.7119404820636619,0.2676123207425923,0.0,0.0,1985.7360354697407,165.05609553142818,15.322154713116046,69.15124822270398,320.15604361403075,2.8602564709014926,0.0074602027565097,7.897643172618533e-10,0.0021458591964398,0.2157088669930015,0.025002415877937,0.0907994620883482,2.8606291093402234,0.0,0.0,0.0,0.0,0.0014630211320987,26442.7707190772,0.0001783052196635,63.98766776538208,0.0,0.0,0.0,0.0,0.0367247801042726,1.1560068293959277e-06,7.389344341967233e-10,2.5386398274484923e-14,1.923638414544086e-09,0.1348715693383977,0.0026774819995203,0.0244048951078785,8.994398468964017e-07,1.025570448643568e-09,2.8323858904028657e-10,2.8068664606103417e-10,2.2277735787459562e-07,3.981594334523863e-07,6.212386060205032e-07,0.9964377676732524,0.9822846067659085,0.7426795756113732,1e-07,1e-07,3.9472785714285714,52.56209285714285,1.377857142857143,43.70831559474164,17835.0,304,10,2018,8.052924257135054,,2164.802397241184,1.3118884731015896,2386.81263861234,1.394504244802647,2162.5241713041423,2.2782259370414977,2140.3175,2142.5782259370417,2366.528090285834,398.90904798724574,343.66652666393964
17,17,17,17,17,17,RWSnmean,10,2018-11-30,2391.078571428571,1.0,2202.092857142857,2.0,2391.078571428571,2202.092857142857,1.0,4.0,1.0,1.0,3.0,1.0,33.01428571428571,12.15,0.0,0.0,392.11538775510206,9701.07778720968,64.44939408972112,0.4184615384615384,5.076923076923077,26633.50542083255,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.034065405576056,435.7707695112404,434.1374255832316,2040.4448072643315,141.57068539836888,18.022968875761403,441.8106494707316,62.28818491008149,1.8984603201531327,0.4471074363219056,0.1202927454396869,0.0,0.0,0.0079448570910622,12.932648548869016,3.409711010690001,2.1694729499789145,8.034065405576056,8.025877609832726,8.10157284897515,8.1464123997216,0.0001707315396453,0.0001957312794788,-0.0002294674547483,-0.0001957312794788,-0.0002068797329809,0.0002194111106652,1.145620415570335,1.1499485816811177,0.7461608639129639,0.258089288856896,0.0,0.0,2040.4448072643315,141.57068539836888,18.022968875761407,62.28818491008149,330.7995623426658,1.8984603201531327,0.0079448570910622,1.7360390204025695e-09,0.0044200718211972,0.3809754917506597,0.0330659731536424,0.1202927454396869,4.95663033148339,0.0,0.0,0.0,0.0,0.0013330185565723,26699.549294812365,0.0001763666485265,64.60903797603284,0.0,0.0,0.0,0.0,0.0414147165374155,1.0560592037872664e-06,6.39140337543196e-10,1.7391857614456806e-14,1.727216814866987e-09,0.1584576927103795,0.0028997631530414,0.0245800521838666,8.334483426119419e-07,8.303298553145717e-10,2.392068351073599e-10,2.0252550425850502e-10,1.903396127685209e-07,4.02535238169887e-07,6.328027235382427e-07,0.9962550894429614,0.9862701577784396,0.7574115234254375,1e-07,1e-07,3.9472785714285714,52.56209285714285,3.623076923076923,43.70831559474164,17865.0,334,11,2018,8.034646010930627,,2206.5320958127827,-4.439238669925544,2395.995169879715,-4.916598451143727,2175.179662451922,31.352433360860687,2140.3325,2171.652433360861,2366.5669403217,403.8430373579134,362.848725101964
18,18,18,18,18,18,RWSnmean,11,2018-12-31,2393.784615384616,1.0,2218.307142857143,2.0,2393.784615384616,2218.307142857143,1.0,4.0,1.0,1.0,3.0,1.0,33.355000000000004,9.335714285714284,0.0,0.0,396.1621,9801.194924909789,65.114525223014,0.4914285714285714,5.828571428571428,26908.368728615696,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.033348920951068,433.0242183384558,431.34066384189913,2075.939865318129,128.7693781506732,19.629218069659427,437.9866694950064,58.24210729982082,1.422688641867389,0.5232260433541367,0.1274191841866659,0.0,0.0,0.0080712454984644,13.65445276699908,3.0975321273521748,1.9616581256741463,8.033348920951068,8.02546393390035,8.093894583497974,8.139822049236011,0.0001632685067079,0.0001849908343561,-0.000213462995202,-0.0001849908343561,-0.0001941569543856,0.0002042970371247,1.1325870589064817,1.1329628768212203,0.7660922789633708,0.2578751825287976,0.0,0.0,2075.939865318129,128.7693781506732,19.62921806965944,58.24210729982082,336.8464817111683,1.422688641867389,0.0080712454984644,2.111846350098473e-09,0.0055043772397945,0.4549959650615042,0.0341150402022393,0.1274191841866659,5.854888508121026,0.0,0.0,0.0,0.0,0.00120625714663,26835.45184080665,0.0001699014439732,64.93790947182535,0.0,0.0,0.0,0.0,0.0453363991076607,9.871757227413138e-07,5.768654899463733e-10,1.3198618413375663e-14,1.59880935260099e-09,0.1795623496653975,0.0030847740695419,0.0246756329733103,7.868222290722043e-07,7.098068074654413e-10,2.110815234260972e-10,1.5970316070039294e-10,1.690166573093478e-07,4.076443598043373e-07,6.435338670953555e-07,0.9961163903436484,0.988607865757527,0.768613530160141,1e-07,1e-07,3.9472785714285714,52.56209285714285,6.458571428571429,43.70831559474164,17896.0,365,12,2018,8.032555497901807,,2230.554939879752,-12.24779702260912,2407.589649867794,-13.805034483178131,2230.554939879752,0.0,2140.348,2140.3,2366.6229266271607,407.99634312429856,388.5963556593066
19,19,19,19,19,19,RWSnmean,12,2019-01-31,2354.975,1.0,2206.125,2.0,2354.975,2206.125,1.0,4.0,1.0,1.0,3.0,1.0,32.603125,6.3675,0.0,0.0,387.23197321428574,9580.260329371891,63.64673977399426,0.535625,10.029375,26301.81109894015,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.041228351784497,415.79500646310873,414.1153701086444,2070.7318945498573,114.46097225446223,20.932133195680297,419.6877531255352,53.52311242098481,1.058419413421344,0.5616704144340818,0.1872193360461679,0.0,0.0,0.0080512394956887,14.502367306700323,2.761435256646702,1.7380297372098463,8.041228351784497,8.033734343195134,8.09460109835929,8.143162566317557,0.0001528203762961,0.0001713326364424,-0.0001950308003582,-0.0001713326364424,-0.0001787006208594,0.0001867480928853,1.1203633783218256,1.1177902675021958,0.7854048383541247,0.2574790672131471,0.0,0.0,2070.7318945498573,114.46097225446223,20.932133195680244,53.52311242098481,333.7088607933009,1.058419413421344,0.0080512394956887,2.4000732543543104e-09,0.0063636876286572,0.4968522031083839,0.0324091068628855,0.1872193360461679,9.842155663953832,0.0,0.0,0.0,0.0,0.0010511249716194,26301.81004781517,0.0001582792010854,63.646581494793175,0.0,0.0,0.0,0.0,0.0504230988263932,9.053910933212472e-07,5.02814795857843e-10,9.586862459869003e-15,1.448551914815272e-09,0.2009312110416613,0.0032285723350958,0.0245377565548667,7.261397401183427e-07,5.999243699482288e-10,1.8277734274523883e-10,1.242594439001862e-10,1.4751530674996745e-07,3.971078068848028e-07,6.309041881451018e-07,0.9959629596701264,0.9906948699412652,0.7772878719659062,1e-07,1e-07,3.88194375,52.86004375,18.365625,53.50085632110021,17927.0,31,1,2019,8.050699008979997,,2200.6366095930016,5.4883904069984055,2348.6145283748574,6.360471625142509,2208.4132497129767,-7.776640119975127,2140.3635,2132.523359880025,2366.499378231382,410.9119285668518,418.5745816386319
20,20,20,20,20,20,RWSnmean,13,2019-02-28,2360.5214285714287,1.0,2220.3214285714284,2.0,2360.5214285714283,2220.3214285714284,1.0,4.0,1.0,1.0,3.0,1.0,32.392857142857146,6.118571428571428,0.0,0.0,384.7345918367347,9518.474202725203,63.23626183402971,0.6514285714285714,12.28,26132.182406636868,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.024313791484634,436.396744414831,434.6278870172603,2088.6587804668734,109.46471606911028,22.197932035444573,440.407421031238,51.0554422745957,0.9896722801802852,0.6801805977191586,0.2175575128590999,0.0,0.0,0.008392451943149,14.917258106061125,2.6440782209993308,1.6629150298660325,8.024313791484634,8.016865700815076,8.077047305882699,8.126143251301801,0.0001495992011318,0.000166911555981,-0.0001888483512119,-0.000166911555981,-0.00017359236582,0.0001808508985587,1.1148615606234782,1.111559419076288,0.7942589826958332,0.2494650137903293,0.0,0.0,2088.6587804668734,109.46471606911028,22.19793203544459,51.0554422745957,333.67914956213906,0.9896722801802852,0.008392451943149,3.304096741108397e-09,0.0082732552686365,0.606130024688421,0.0370252881674172,0.2175575128590999,12.0624424871409,0.0,0.0,0.0,0.0,0.0010806602164459,26132.181325976653,0.0001635868603295,63.23609824716937,0.0,0.0,0.0,0.0,0.0509123063889242,8.973438419935896e-07,4.94819122428429e-10,9.289292434249106e-15,1.4333186598909127e-09,0.2021867307974945,0.0032326382090238,0.0245031459089536,7.198121127613097e-07,5.92499810148977e-10,1.8034277063604262e-10,1.216978156063383e-10,1.45715368266973e-07,3.940259140885856e-07,6.265107486306072e-07,0.9959498300082577,0.9908566744209067,0.7775608104830196,1e-07,1e-07,3.9472785714285714,52.56209285714285,22.94428571428572,43.70831559474164,17955.0,59,2,2019,8.03616878984666,,2209.861835031207,10.459593540221247,2348.252787436121,12.268641135307462,2190.4844376784267,19.377397352780463,2140.3775,2159.6773973527806,2366.46482693438,412.3188194609031,447.5384345037248
21,21,21,21,21,21,RWSnmean,15,2019-04-30,2360.455555555556,1.0,2108.692592592593,2.0,2360.455555555556,2108.6925925925925,1.0,4.0,1.0,1.0,3.0,1.0,32.67703703703704,9.046296296296296,0.0,0.0,388.1098370370371,9601.979000704438,63.79102840238379,0.2722222222222222,4.935555555555555,26361.437911894,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.20994908796982,284.91102564951404,283.795095822422,1914.012802227841,181.4836043603992,13.19618600435266,288.056322720452,80.77113167409415,2.242143176964303,0.294699221928058,0.1742036177584098,0.0,0.0,0.0056908855153578,11.497056597569,4.386359751684834,2.772181912301792,8.20994908796982,8.202144736495864,8.269428512532958,8.316800209720812,0.0001880488641228,0.000224865420837,-0.0002817054699791,-0.000224865420837,-0.0002443188697909,0.0002680156696285,1.1881785368937994,1.2153340333121838,0.6867302048177554,0.3696886900030284,0.0,0.0,1914.012802227841,181.4836043603992,13.19618600435266,80.77113167409415,307.33870536294296,2.242143176964303,0.0056908855153578,8.04870084233099e-10,0.0024266487878482,0.2448919225260797,0.0249036501034241,0.1742036177584098,4.761351937797145,0.0,0.0,0.0,0.0,0.0008244624010483,26361.4370874316,0.0001177359120738,63.7909106664717,0.0,0.0,0.0,0.0,0.0459657638350824,9.726256146229042e-07,5.599793292082107e-10,1.2666357534302678e-14,1.5697040213631215e-09,0.1800938313786015,0.0030671586461317,0.0245508128713983,7.736353402034088e-07,7.00017860932463e-10,2.074247382631e-10,1.5696033129095254e-10,1.6652193138476498e-07,3.979495489672152e-07,6.296097214450614e-07,0.9961014398119848,0.9888059002226518,0.7680237068378388,1e-07,1e-07,4.103811111111111,52.86287407407408,11.276666666666666,38.83147761918631,18016.0,120,4,2019,8.22243782538292,,2104.548043586339,4.144549006253328,2356.2054879178186,4.250067637737629,2135.2134828588564,-30.66543927251724,2140.408,2109.634560727483,2366.511523486384,411.0934562446046,389.4916237307067
22,22,22,22,22,22,RWSnmean,16,2019-05-31,2379.9166666666665,1.0,2106.775,2.0,2379.9166666666665,2106.775,1.0,4.0,1.0,1.0,3.0,1.0,32.50333333333334,11.724166666666669,0.0,0.0,386.04673333333335,9550.93706218911,63.45192979059706,0.1208333333333333,3.692083333333333,26221.306498049435,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.217091575329116,272.31753301528414,271.292425082932,1898.8174300509213,196.54161698198004,11.415952967098171,276.0156525749332,84.96132272014253,2.781987122434662,0.1331513956978479,0.145856110727713,0.0,0.0,0.005326120890435,10.741207773264456,4.754089755065994,3.016389857347683,8.217091575329116,8.209004960354251,8.282953739603782,8.32941261214863,0.0001976325542325,0.000238009774546,-0.000300149042108,-0.000238009774546,-0.000259534728532,0.0002856152703372,1.2016210834887138,1.2321461128409548,0.6657834271893207,0.369722279244313,0.0,0.0,1898.8174300509213,196.54161698198004,11.415952967098155,84.96132272014253,301.08541061319085,2.781987122434662,0.005326120890435,2.512088422903069e-10,0.0008813322886152,0.1067526056379616,0.0131993951555475,0.145856110727713,3.54622722260562,0.0,0.0,0.0,0.0,0.0008720303017931,26221.305626019133,0.0001165460256322,63.45181324457144,0.0,0.0,0.0,0.0,0.0421089296263435,1.0389323419406657e-06,6.19902982694518e-10,1.650452241983038e-14,1.692943443311015e-09,0.160270107825671,0.0028989513748167,0.0244832203079787,8.18719285476734e-07,8.0920771369006e-10,2.338852736344279e-10,1.9644658255524166e-10,1.8659284193414561e-07,3.953339408161534e-07,6.228436638846605e-07,0.9962343293003144,0.9866316992650368,0.7579101652849854,1e-07,1e-07,4.441375,52.863191666666665,4.95,17.0661833976292,18047.0,151,5,2019,8.214310913824086,,2097.847285752148,8.927714247852236,2370.976793691604,8.939872975062372,2107.924840553827,-10.07755480167907,2140.4235,2130.222445198321,2366.482980425458,408.3307637266224,363.9981230623521
