,Unnamed: 0,par1,par1_type,par2,par2_type,alkalinity,dic,opt_k_bisulfate,opt_k_carbonic,opt_k_fluoride,opt_total_borate,opt_gas_constant,opt_pH_scale,buffers_mode,salinity,temperature,pressure,total_ammonia,total_borate,total_calcium,total_fluoride,total_phosphate,total_silicate,total_sulfate,total_sulfide,peng_correction,gas_constant,total_alpha,total_beta,pH,pCO2,fCO2,bicarbonate,carbonate,aqueous_CO2,xCO2,alkalinity_borate,hydroxide,alkalinity_phosphate,alkalinity_silicate,alkalinity_ammonia,alkalinity_sulfide,hydrogen_free,revelle_factor,saturation_calcite,saturation_aragonite,pH_total,pH_sws,pH_free,pH_nbs,gamma_dic,beta_dic,omega_dic,gamma_alk,beta_alk,omega_alk,isocapnic_quotient,isocapnic_quotient_approx,psi,substrate_inhibitor_ratio,alkalinity_alpha,alkalinity_beta,HCO3,CO3,CO2,BOH4,BOH3,OH,Hfree,H3PO4,H2PO4,HPO4,PO4,H3SiO4,H4SiO4,NH3,NH4,HS,H2S,HSO4,SO4,HF,F,alpha,alphaH,beta,betaH,k_CO2,k_carbonic_1,k_carbonic_2,k_water,k_borate,k_bisulfate,k_fluoride,k_phosphoric_1,k_phosphoric_2,k_phosphoric_3,k_silicate,k_ammonia,k_sulfide,k_calcite,k_aragonite,fugacity_factor,vp_factor,fH,k_alpha,k_beta,datetime,longitude,latitude,datenum,dayofyear,month,year,distance_to_shore
10,10,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.4,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038364440347464,1.1250603548121746e-06,7.134990865120411e-10,2.198888008642308e-14,1.8649681663847607e-09,0.1473667623997745,0.0028272998319904,0.0246897096672486,8.845732102283089e-07,9.329162695799935e-10,2.653666179160548e-10,2.4256585333939704e-10,2.091883543921233e-07,4.16485295304439e-07,6.504394459848963e-07,0.9963613358228074,0.9841222439259047,0.751615895,1e-07,1e-07,2011-06-26 02:13:00,2.5028,52.9934,15151.09236111111,177,6,2011,61.624673836944
11,11,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.4,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038364440347464,1.1250603548121746e-06,7.134990865120411e-10,2.198888008642308e-14,1.8649681663847607e-09,0.1473667623997745,0.0028272998319904,0.0246897096672486,8.845732102283089e-07,9.329162695799935e-10,2.653666179160548e-10,2.4256585333939704e-10,2.091883543921233e-07,4.16485295304439e-07,6.504394459848963e-07,0.9963613358228074,0.9841222439259047,0.751615895,1e-07,1e-07,2011-06-26 02:14:00,2.5032,52.9934,15151.093055555555,177,6,2011,61.64839908476053
12,12,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.4,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038364440347464,1.1250603548121746e-06,7.134990865120411e-10,2.198888008642308e-14,1.8649681663847607e-09,0.1473667623997745,0.0028272998319904,0.0246897096672486,8.845732102283089e-07,9.329162695799935e-10,2.653666179160548e-10,2.4256585333939704e-10,2.091883543921233e-07,4.16485295304439e-07,6.504394459848963e-07,0.9963613358228074,0.9841222439259047,0.751615895,1e-07,1e-07,2011-06-26 02:15:00,2.5036,52.9934,15151.09375,177,6,2011,61.67212697297803
13,13,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.4,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038364440347464,1.1250603548121746e-06,7.134990865120411e-10,2.198888008642308e-14,1.8649681663847607e-09,0.1473667623997745,0.0028272998319904,0.0246897096672486,8.845732102283089e-07,9.329162695799935e-10,2.653666179160548e-10,2.4256585333939704e-10,2.091883543921233e-07,4.16485295304439e-07,6.504394459848963e-07,0.9963613358228074,0.9841222439259047,0.751615895,1e-07,1e-07,2011-06-26 02:16:00,2.504,52.9934,15151.094444444445,177,6,2011,61.695857498549785
14,14,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.4,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038364440347464,1.1250603548121746e-06,7.134990865120411e-10,2.198888008642308e-14,1.8649681663847607e-09,0.1473667623997745,0.0028272998319904,0.0246897096672486,8.845732102283089e-07,9.329162695799935e-10,2.653666179160548e-10,2.4256585333939704e-10,2.091883543921233e-07,4.16485295304439e-07,6.504394459848963e-07,0.9963613358228074,0.9841222439259047,0.751615895,1e-07,1e-07,2011-06-26 02:17:00,2.5044,52.9934,15151.09513888889,177,6,2011,61.719590658433376
15,15,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.4,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038364440347464,1.1250603548121746e-06,7.134990865120411e-10,2.198888008642308e-14,1.8649681663847607e-09,0.1473667623997745,0.0028272998319904,0.0246897096672486,8.845732102283089e-07,9.329162695799935e-10,2.653666179160548e-10,2.4256585333939704e-10,2.091883543921233e-07,4.16485295304439e-07,6.504394459848963e-07,0.9963613358228074,0.9841222439259047,0.751615895,1e-07,1e-07,2011-06-26 02:18:00,2.5048,52.9933,15151.095833333333,177,6,2011,61.738119867411406
16,16,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.4,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038364440347464,1.1250603548121746e-06,7.134990865120411e-10,2.198888008642308e-14,1.8649681663847607e-09,0.1473667623997745,0.0028272998319904,0.0246897096672486,8.845732102283089e-07,9.329162695799935e-10,2.653666179160548e-10,2.4256585333939704e-10,2.091883543921233e-07,4.16485295304439e-07,6.504394459848963e-07,0.9963613358228074,0.9841222439259047,0.751615895,1e-07,1e-07,2011-06-26 02:19:00,2.5052,52.9933,15151.096527777778,177,6,2011,61.7618603427424
17,17,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.4,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038364440347464,1.1250603548121746e-06,7.134990865120411e-10,2.198888008642308e-14,1.8649681663847607e-09,0.1473667623997745,0.0028272998319904,0.0246897096672486,8.845732102283089e-07,9.329162695799935e-10,2.653666179160548e-10,2.4256585333939704e-10,2.091883543921233e-07,4.16485295304439e-07,6.504394459848963e-07,0.9963613358228074,0.9841222439259047,0.751615895,1e-07,1e-07,2011-06-26 02:20:00,2.5054,52.9932,15151.097222222223,177,6,2011,61.76852963246876
18,18,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.4,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038364440347464,1.1250603548121746e-06,7.134990865120411e-10,2.198888008642308e-14,1.8649681663847607e-09,0.1473667623997745,0.0028272998319904,0.0246897096672486,8.845732102283089e-07,9.329162695799935e-10,2.653666179160548e-10,2.4256585333939704e-10,2.091883543921233e-07,4.16485295304439e-07,6.504394459848963e-07,0.9963613358228074,0.9841222439259047,0.751615895,1e-07,1e-07,2011-06-26 02:21:00,2.5055,52.9931,15151.097916666668,177,6,2011,61.76926615127111
19,19,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.4,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038364440347464,1.1250603548121746e-06,7.134990865120411e-10,2.198888008642308e-14,1.8649681663847607e-09,0.1473667623997745,0.0028272998319904,0.0246897096672486,8.845732102283089e-07,9.329162695799935e-10,2.653666179160548e-10,2.4256585333939704e-10,2.091883543921233e-07,4.16485295304439e-07,6.504394459848963e-07,0.9963613358228074,0.9841222439259047,0.751615895,1e-07,1e-07,2011-06-26 02:22:00,2.5054,52.993,15151.09861111111,177,6,2011,61.75813046995218
20,20,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.4,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038364440347464,1.1250603548121746e-06,7.134990865120411e-10,2.198888008642308e-14,1.8649681663847607e-09,0.1473667623997745,0.0028272998319904,0.0246897096672486,8.845732102283089e-07,9.329162695799935e-10,2.653666179160548e-10,2.4256585333939704e-10,2.091883543921233e-07,4.16485295304439e-07,6.504394459848963e-07,0.9963613358228074,0.9841222439259047,0.751615895,1e-07,1e-07,2011-06-26 02:23:00,2.5052,52.9927,15151.099305555555,177,6,2011,61.73066610231252
21,21,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.4,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038364440347464,1.1250603548121746e-06,7.134990865120411e-10,2.198888008642308e-14,1.8649681663847607e-09,0.1473667623997745,0.0028272998319904,0.0246897096672486,8.845732102283089e-07,9.329162695799935e-10,2.653666179160548e-10,2.4256585333939704e-10,2.091883543921233e-07,4.16485295304439e-07,6.504394459848963e-07,0.9963613358228074,0.9841222439259047,0.751615895,1e-07,1e-07,2011-06-26 02:24:00,2.5048,52.9925,15151.1,177,6,2011,61.696523657908
22,22,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.4,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038364440347464,1.1250603548121746e-06,7.134990865120411e-10,2.198888008642308e-14,1.8649681663847607e-09,0.1473667623997745,0.0028272998319904,0.0246897096672486,8.845732102283089e-07,9.329162695799935e-10,2.653666179160548e-10,2.4256585333939704e-10,2.091883543921233e-07,4.16485295304439e-07,6.504394459848963e-07,0.9963613358228074,0.9841222439259047,0.751615895,1e-07,1e-07,2011-06-26 02:25:00,2.5045,52.9922,15151.100694444445,177,6,2011,61.66313038633267
23,23,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.4,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038364440347464,1.1250603548121746e-06,7.134990865120411e-10,2.198888008642308e-14,1.8649681663847607e-09,0.1473667623997745,0.0028272998319904,0.0246897096672486,8.845732102283089e-07,9.329162695799935e-10,2.653666179160548e-10,2.4256585333939704e-10,2.091883543921233e-07,4.16485295304439e-07,6.504394459848963e-07,0.9963613358228074,0.9841222439259047,0.751615895,1e-07,1e-07,2011-06-26 02:26:00,2.5042,52.9921,15151.101388888888,177,6,2011,61.64012043294317
24,24,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.4,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038364440347464,1.1250603548121746e-06,7.134990865120411e-10,2.198888008642308e-14,1.8649681663847607e-09,0.1473667623997745,0.0028272998319904,0.0246897096672486,8.845732102283089e-07,9.329162695799935e-10,2.653666179160548e-10,2.4256585333939704e-10,2.091883543921233e-07,4.16485295304439e-07,6.504394459848963e-07,0.9963613358228074,0.9841222439259047,0.751615895,1e-07,1e-07,2011-06-26 02:27:00,2.504,52.9921,15151.102083333333,177,6,2011,61.62824080902591
25,25,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.41,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038352690452093,1.1253252107580494e-06,7.137744637861182e-10,2.2010412228914227e-14,1.865496692083826e-09,0.1473071054755941,0.0028267561561807,0.0246893947319195,8.847535648267862e-07,9.334217677070356e-10,2.654815913748673e-10,2.4276660409533216e-10,2.092721951151331e-07,4.16483359410081e-07,6.504227316795982e-07,0.9963617980600866,0.98411196604348,0.7515784839999999,1e-07,1e-07,2011-06-26 02:28:00,2.5041,52.9923,15151.102777777778,177,6,2011,61.64456480477303
26,26,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.41,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038352690452093,1.1253252107580494e-06,7.137744637861182e-10,2.2010412228914227e-14,1.865496692083826e-09,0.1473071054755941,0.0028267561561807,0.0246893947319195,8.847535648267862e-07,9.334217677070356e-10,2.654815913748673e-10,2.4276660409533216e-10,2.092721951151331e-07,4.16483359410081e-07,6.504227316795982e-07,0.9963617980600866,0.98411196604348,0.7515784839999999,1e-07,1e-07,2011-06-26 02:29:00,2.5043,52.9924,15151.103472222223,177,6,2011,61.6616361622146
27,27,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.41,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038352690452093,1.1253252107580494e-06,7.137744637861182e-10,2.2010412228914227e-14,1.865496692083826e-09,0.1473071054755941,0.0028267561561807,0.0246893947319195,8.847535648267862e-07,9.334217677070356e-10,2.654815913748673e-10,2.4276660409533216e-10,2.092721951151331e-07,4.16483359410081e-07,6.504227316795982e-07,0.9963617980600866,0.98411196604348,0.7515784839999999,1e-07,1e-07,2011-06-26 02:30:00,2.5043,52.9925,15151.104166666666,177,6,2011,61.666831195368665
28,28,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.41,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038352690452093,1.1253252107580494e-06,7.137744637861182e-10,2.2010412228914227e-14,1.865496692083826e-09,0.1473071054755941,0.0028267561561807,0.0246893947319195,8.847535648267862e-07,9.334217677070356e-10,2.654815913748673e-10,2.4276660409533216e-10,2.092721951151331e-07,4.16483359410081e-07,6.504227316795982e-07,0.9963617980600866,0.98411196604348,0.7515784839999999,1e-07,1e-07,2011-06-26 02:31:00,2.5041,52.9925,15151.104861111111,177,6,2011,61.65495535627886
29,29,,2,,1,,,1,4,1,1,3,1,auto,34.0,14.41,0.0,0.0,403.8228571428572,9990.72485225402,66.3736728401282,,,27428.707443349835,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038352690452093,1.1253252107580494e-06,7.137744637861182e-10,2.2010412228914227e-14,1.865496692083826e-09,0.1473071054755941,0.0028267561561807,0.0246893947319195,8.847535648267862e-07,9.334217677070356e-10,2.654815913748673e-10,2.4276660409533216e-10,2.092721951151331e-07,4.16483359410081e-07,6.504227316795982e-07,0.9963617980600866,0.98411196604348,0.7515784839999999,1e-07,1e-07,2011-06-26 02:32:00,2.504,52.9925,15151.105555555556,177,6,2011,61.6490176824795
30,30,,2,,1,,,1,4,1,1,3,1,auto,34.01,14.42,0.0,0.0,403.94162857142857,9993.663300739972,66.39319450861059,,,27436.774710244936,0.0,0.0,83.14462618,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0383387940263925,1.1256893435483315e-06,7.142191943682387e-10,2.2035493407199735e-14,1.8662625063992166e-09,0.1472777524734994,0.0028267328205903,0.0246907026712719,8.850387227800589e-07,9.338319100957996e-10,2.656103097996069e-10,2.4295485747750224e-10,2.093606036826376e-07,4.1663107640618653e-07,6.506277313136213e-07,0.9963622602190756,0.9841017688033842,0.7515659199434249,1e-07,1e-07,2011-06-26 02:33:00,2.5038,52.9926,15151.10625,177,6,2011,61.64234200164214
