,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 1,par1,par1_type,par2,par2_type,alkalinity,dic,opt_k_bisulfate,opt_k_carbonic,opt_k_fluoride,opt_total_borate,opt_gas_constant,opt_pH_scale,buffers_mode,salinity,temperature,pressure,total_ammonia,total_borate,total_calcium,total_fluoride,total_phosphate,total_silicate,total_sulfate,total_sulfide,peng_correction,gas_constant,total_alpha,total_beta,pressure_atmosphere,pressure_atmosphere_out,pH,pCO2,fCO2,bicarbonate,carbonate,aqueous_CO2,xCO2,alkalinity_borate,hydroxide,alkalinity_phosphate,alkalinity_silicate,alkalinity_ammonia,alkalinity_sulfide,hydrogen_free,revelle_factor,saturation_calcite,saturation_aragonite,pH_total,pH_sws,pH_free,pH_nbs,gamma_dic,beta_dic,omega_dic,gamma_alk,beta_alk,omega_alk,isocapnic_quotient,isocapnic_quotient_approx,psi,substrate_inhibitor_ratio,alkalinity_alpha,alkalinity_beta,HCO3,CO3,CO2,BOH4,BOH3,OH,Hfree,H3PO4,H2PO4,HPO4,PO4,H3SiO4,H4SiO4,NH3,NH4,HS,H2S,HSO4,SO4,HF,F,alpha,alphaH,beta,betaH,k_CO2,k_carbonic_1,k_carbonic_2,k_water,k_borate,k_bisulfate,k_fluoride,k_phosphoric_1,k_phosphoric_2,k_phosphoric_3,k_silicate,k_ammonia,k_sulfide,k_calcite,k_aragonite,fugacity_factor,vp_factor,fH,k_alpha,k_beta,datetime,longitude,latitude,total_nitrate,distance_to_shore,datenum,dayofyear,month,year,station,pH_total_spectro_out,oxygen,normalized_DIC,salinityeffect_DIC,normalized_TA,salinityeffect_TA
1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,resultsD366,1142,,2,,1,,,1,4,1,1,3,1,auto,34.33,16.25,0.0,0.0,407.7423142857143,10087.6936522906,67.01788790004709,,,27694.927250888228,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0362172638324519,1.1776595899018377e-06,7.71941623000605e-10,2.6455750982057624e-14,1.972936746796e-09,0.1377512081908823,0.0027456842821696,0.0246773477399701,9.214644701687496e-07,1.0272508605887483e-09,2.877369297553145e-10,2.8200799421560257e-10,2.251759902267007e-07,4.210271569596493e-07,6.54488631182338e-07,0.996445533826801,0.9821215918529964,0.7454578020315,1e-07,1e-07,2011-06-26 22:01:00,6.1628,54.1289,,79.86789515012042,15151.917361111113,177,6,2011,,,,,,,
1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177,resultsD366,1143,,2,,1,,,1,4,1,1,3,1,auto,34.33,16.24,0.0,0.0,407.7423142857143,10087.6936522906,67.01788790004709,,,27694.927250888228,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0362280020348792,1.1773917517441023e-06,7.716475713620002e-10,2.6430283058808205e-14,1.972384698796214e-09,0.1378059297927449,0.0027462056707703,0.0246777488203766,9.212841721569392e-07,1.026699828145569e-09,2.876150915500677e-10,2.817768868656525e-10,2.2508863445410461e-07,4.210298187635781e-07,6.545076290834724e-07,0.9964450857261564,0.9821329917096392,0.7454955456277749,1e-07,1e-07,2011-06-26 22:02:00,6.1667,54.1293,,79.84076685441579,15151.918055555556,177,6,2011,,,,,,,
1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,resultsD366,1144,,2,,1,,,1,4,1,1,3,1,auto,34.33,16.26,0.0,0.0,407.7423142857143,10087.6936522906,67.01788790004709,,,27694.927250888228,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03620653071198,1.1779274388376154e-06,7.72235766414963e-10,2.6481241131830028e-14,1.973488911588122e-09,0.1376965150228462,0.0027451630285795,0.0246769461518379,9.216447603354774e-07,1.0278021507338463e-09,2.8785880452318216e-10,2.822392794319681e-10,2.2526336454379602e-07,4.2102449025321613e-07,6.544696204089984e-07,0.9964459818520806,0.9821101856149196,0.745420058435225,1e-07,1e-07,2011-06-26 22:03:00,6.1706,54.1297,,79.81448340963978,15151.91875,177,6,2011,,,,,,,
1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,1179,resultsD366,1145,2106.3,2,2353.4,1,2353.4,2106.3,1,4,1,1,3,1,auto,34.33,16.24,0.0,0.0,407.7423142857143,10087.6936522906,67.01788790004709,0.14,2.4199999999999995,27694.927250888228,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.082479282981058,372.4775562105335,371.1534304292744,1914.2477019355083,178.60615083164765,13.446147232844046,379.2536849435701,78.51706292352758,3.1958110736868632,0.1542290944624184,0.0813316515358583,0.0,0.0,0.0068863386399159,10.965829896388668,4.27932667404775,2.752793174508111,8.082479282981058,8.073742850834527,8.162011624409347,8.201297797968461,0.000192078485614,0.0002279248218376,-0.0002802205230052,-0.0002279248218376,-0.0002457969504019,0.0002667103442263,1.186623380067637,1.2045991076877984,0.6854547395535064,0.277977572993545,0.0,0.0,1914.2477019355083,178.60615083164765,13.446147232844128,78.51706292352758,329.2252513621868,3.1958110736868632,0.0068863386399159,3.7170156352331175e-10,0.0011091217205142,0.1235526609814485,0.0153382169263357,0.0813316515358583,2.3386683484641417,0.0,0.0,0.0,0.0,0.0013839508823308,27694.92586693735,0.0001680524946319,67.01771984755246,0.0,0.0,0.0,0.0,0.0362280020348792,1.1773917517441023e-06,7.716475713620002e-10,2.6430283058808205e-14,1.972384698796214e-09,0.1378059297927449,0.0027462056707703,0.0246777488203766,9.212841721569392e-07,1.026699828145569e-09,2.876150915500677e-10,2.817768868656525e-10,2.2508863445410461e-07,4.210298187635781e-07,6.545076290834724e-07,0.9964450857261564,0.9821329917096392,0.7454955456277749,1e-07,1e-07,2011-06-26 22:04:00,6.1745,54.13,0.19,79.77831729961594,15151.919444444444,177,6,2011,,,,2145.1812176779817,-38.88121767798157,2393.4722421190063,-40.072242119006205
1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,1180,resultsD366,1146,,2,,1,,,1,4,1,1,3,1,auto,34.34,16.24,0.0,0.0,407.86108571428576,10090.632100776558,67.03740956852948,,,27702.994517783336,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0362259914145547,1.1774935227541047e-06,7.718291167785614e-10,2.6434567608385587e-14,1.9726346147409523e-09,0.137833738077235,0.0027467088336341,0.0246793918120963,9.213929388645224e-07,1.0265923436989788e-09,2.876297546809135e-10,2.8176268432389874e-10,2.250932044727319e-07,4.211812125566047e-07,6.547315357710484e-07,0.9964450857261564,0.9821330889059,0.7455187902510999,1e-07,1e-07,2011-06-26 22:05:00,6.1784,54.1304,,79.75371627999684,15151.920138888889,177,6,2011,,,,,,,
1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,1181,resultsD366,1147,,2,,1,,,1,4,1,1,3,1,auto,34.34,16.22,0.0,0.0,407.86108571428576,10090.632100776558,67.03740956852948,,,27702.994517783336,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0362474816253636,1.17695783254362e-06,7.71241150453282e-10,2.6383689131769832e-14,1.9715307070239743e-09,0.1379432986376267,0.0027477522071725,0.0246801919274044,9.210322475187248e-07,1.0254910602265136e-09,2.873861740441709e-10,2.8130102006028657e-10,2.249185450261216e-07,4.2118651156900986e-07,6.547694885691453e-07,0.9964441892987096,0.9821558693630694,0.7455942977012999,1e-07,1e-07,2011-06-26 22:06:00,6.1823,54.1308,,79.72996257766523,15151.920833333334,177,6,2011,,,,,,,
1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,1182,resultsD366,1148,,2,,1,,,1,4,1,1,3,1,auto,34.34,16.22,0.0,0.0,407.86108571428576,10090.632100776558,67.03740956852948,,,27702.994517783336,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0362474816253636,1.17695783254362e-06,7.71241150453282e-10,2.6383689131769832e-14,1.9715307070239743e-09,0.1379432986376267,0.0027477522071725,0.0246801919274044,9.210322475187248e-07,1.0254910602265136e-09,2.873861740441709e-10,2.8130102006028657e-10,2.249185450261216e-07,4.2118651156900986e-07,6.547694885691453e-07,0.9964441892987096,0.9821558693630694,0.7455942977012999,1e-07,1e-07,2011-06-26 22:07:00,6.1862,54.1311,,79.69629997900266,15151.921527777778,177,6,2011,,,,,,,
1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,1183,resultsD366,1149,,2,,1,,,1,4,1,1,3,1,auto,34.33,16.21,0.0,0.0,407.7423142857143,10087.6936522906,67.01788790004709,,,27694.927250888228,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0362602471624314,1.1765883020784514e-06,7.70765966883503e-10,2.635401247616373e-14,1.970729255250583e-09,0.137970265375558,0.0027477706470664,0.0246789490142382,9.20743231178512e-07,1.0250482760123935e-09,2.872497962643361e-10,2.8108463072170017e-10,2.248266784312298e-07,4.210377747670877e-07,6.54564545548517e-07,0.996443740971876,0.9821671530212406,0.7456087764166001,1e-07,1e-07,2011-06-26 22:08:00,6.1901,54.1315,,79.67423373159384,15151.922222222222,177,6,2011,,,,,,,
1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,1184,resultsD366,1150,,2,,1,,,1,4,1,1,3,1,auto,34.33,16.24,0.0,0.0,407.7423142857143,10087.6936522906,67.01788790004709,,,27694.927250888228,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0362280020348792,1.1773917517441023e-06,7.716475713620002e-10,2.6430283058808205e-14,1.972384698796214e-09,0.1378059297927449,0.0027462056707703,0.0246777488203766,9.212841721569392e-07,1.026699828145569e-09,2.876150915500677e-10,2.817768868656525e-10,2.2508863445410461e-07,4.210298187635781e-07,6.545076290834724e-07,0.9964450857261564,0.9821329917096392,0.7454955456277749,1e-07,1e-07,2011-06-26 22:09:00,6.1939,54.1318,,79.64388036921014,15151.922916666666,177,6,2011,,,,,,,
1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,1185,resultsD366,1151,,2,,1,,,1,4,1,1,3,1,auto,34.33,16.26,0.0,0.0,407.7423142857143,10087.6936522906,67.01788790004709,,,27694.927250888228,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03620653071198,1.1779274388376154e-06,7.72235766414963e-10,2.6481241131830028e-14,1.973488911588122e-09,0.1376965150228462,0.0027451630285795,0.0246769461518379,9.216447603354774e-07,1.0278021507338463e-09,2.8785880452318216e-10,2.822392794319681e-10,2.2526336454379602e-07,4.2102449025321613e-07,6.544696204089984e-07,0.9964459818520806,0.9821101856149196,0.745420058435225,1e-07,1e-07,2011-06-26 22:10:00,6.1978,54.1321,,79.61269961045505,15151.923611111111,177,6,2011,,,,,,,
1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,1186,resultsD366,1152,,2,,1,,,1,4,1,1,3,1,auto,34.33,16.26,0.0,0.0,407.7423142857143,10087.6936522906,67.01788790004709,,,27694.927250888228,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03620653071198,1.1779274388376154e-06,7.72235766414963e-10,2.6481241131830028e-14,1.973488911588122e-09,0.1376965150228462,0.0027451630285795,0.0246769461518379,9.216447603354774e-07,1.0278021507338463e-09,2.8785880452318216e-10,2.822392794319681e-10,2.2526336454379602e-07,4.2102449025321613e-07,6.544696204089984e-07,0.9964459818520806,0.9821101856149196,0.745420058435225,1e-07,1e-07,2011-06-26 22:11:00,6.2017,54.1325,,79.59314500996952,15151.924305555556,177,6,2011,,,,,,,
1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,1187,resultsD366,1153,,2,,1,,,1,4,1,1,3,1,auto,34.33,16.29,0.0,0.0,407.7423142857143,10087.6936522906,67.01788790004709,,,27694.927250888228,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0361743618137885,1.1787310501743268e-06,7.73118747529795e-10,2.655784511255512e-14,1.975146107021357e-09,0.1375326059476151,0.0027436000774423,0.02467573834209,9.221855836375022e-07,1.0294575683964486e-09,2.8822464824818247e-10,2.829342035738793e-10,2.255255987339141e-07,4.210164607128712e-07,6.544125108627335e-07,0.9964473254758864,0.9820759285817848,0.7453068276463999,1e-07,1e-07,2011-06-26 22:12:00,6.2055,54.1328,,79.56521696462079,15151.925,177,6,2011,,,,,,,
1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,1188,resultsD366,1154,,2,,1,,,1,4,1,1,3,1,auto,34.33,16.3,0.0,0.0,407.7423142857143,10087.6936522906,67.01788790004709,,,27694.927250888228,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0361636489926409,1.17899894208328e-06,7.73413258264428e-10,2.6583424340745348e-14,1.9756987392849486e-09,0.1374780263408906,0.0027430793634643,0.0246753347240575,9.223658422963024e-07,1.0300098903651719e-09,2.8834666931219725e-10,2.831662015507066e-10,2.256130472008618e-07,4.21013774390237e-07,6.543934486072627e-07,0.9964477731998628,0.9820644967876664,0.7452690840501249,1e-07,1e-07,2011-06-26 22:13:00,6.2094,54.1331,,79.5365258475545,15151.925694444444,177,6,2011,,,,,,,
1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,1189,resultsD366,1155,,2,,1,,,1,4,1,1,3,1,auto,34.32,16.28,0.0,0.0,407.62354285714287,10084.755203804643,66.9983662315647,,,27686.859983993127,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036187087538472,1.1783612517691266e-06,7.726425075249056e-10,2.6527984545450046e-14,1.974343300563442e-09,0.1375594881317475,0.0027436181680928,0.0246744965479733,9.218963279567872e-07,1.0290126505102581e-09,2.8808796393275856e-10,2.8271661980729527e-10,2.2543358211419658e-07,4.208677544560234e-07,6.542076981667031e-07,0.9964468776766076,0.9820872565372856,0.7453213738928001,1e-07,1e-07,2011-06-26 22:14:00,6.2133,54.1334,,79.5086702847555,15151.926388888887,177,6,2011,,,,,,,
1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190,resultsD366,1156,,2,,1,,,1,4,1,1,3,1,auto,34.32,16.26,0.0,0.0,407.62354285714287,10084.755203804643,66.9983662315647,,,27686.859983993127,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0362085399937779,1.1778255679366495e-06,7.720540837429674e-10,2.6476946775662305e-14,1.973238782690544e-09,0.1376687573754152,0.0027446600794868,0.0246753017684294,9.215358431069124e-07,1.0279092886106244e-09,2.878441186143309e-10,2.822534978739651e-10,2.252587814142899e-07,4.2087311245808425e-07,6.542457626748042e-07,0.9964459818520806,0.9821100882940648,0.7453968408336,1e-07,1e-07,2011-06-26 22:15:00,6.2171,54.1338,,79.49399386321305,15151.927083333334,177,6,2011,,,,,,,
1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,resultsD366,1157,,2,,1,,,1,4,1,1,3,1,auto,34.32,16.26,0.0,0.0,407.62354285714287,10084.755203804643,66.9983662315647,,,27686.859983993127,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0362085399937779,1.1778255679366495e-06,7.720540837429674e-10,2.6476946775662305e-14,1.973238782690544e-09,0.1376687573754152,0.0027446600794868,0.0246753017684294,9.215358431069124e-07,1.0279092886106244e-09,2.878441186143309e-10,2.822534978739651e-10,2.252587814142899e-07,4.2087311245808425e-07,6.542457626748042e-07,0.9964459818520806,0.9821100882940648,0.7453968408336,1e-07,1e-07,2011-06-26 22:16:00,6.221,54.1341,,79.46779952180836,15151.927777777775,177,6,2011,,,,,,,
1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,1192,resultsD366,1158,,2,,1,,,1,4,1,1,3,1,auto,34.32,16.17,0.0,0.0,407.62354285714287,10084.755203804643,66.9983662315647,,,27686.859983993127,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0363053278040942,1.1754155250715316e-06,7.69410717119285e-10,2.6248375664928564e-14,1.968274230227837e-09,0.1381618769528179,0.0027493553654031,0.0246789001244498,9.199132736006844e-07,1.0229569082858978e-09,2.867486241072141e-10,2.801782452476889e-10,2.244730963826815e-07,4.208969808686089e-07,6.544164159492361e-07,0.9964419469101063,0.9822125155165652,0.7457364420671999,1e-07,1e-07,2011-06-26 22:17:00,6.2248,54.1344,,79.4439169460322,15151.928472222222,177,6,2011,,,,,,,
1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,1193,resultsD366,1159,,2,,1,,,1,4,1,1,3,1,auto,34.32,16.25,0.0,0.0,407.62354285714287,10084.755203804643,66.9983662315647,,,27686.859983993127,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0362192738391478,1.1775577421581578e-06,7.71760009526584e-10,2.645146125815259e-14,1.972686698964341e-09,0.1377234345936609,0.0027451812375766,0.0246757036173606,9.21355588883005e-07,1.0273579943765756e-09,2.8772225080448304e-10,2.8202220397200994e-10,2.2517140887488185e-07,4.208757841051011e-07,6.542647756279316e-07,0.996445533826801,0.9821214945941916,0.7454345743040001,1e-07,1e-07,2011-06-26 22:18:00,6.2286,54.1348,,79.43168383102388,15151.929166666669,177,6,2011,,,,,,,
1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194,resultsD366,1160,,2,,1,,,1,4,1,1,3,1,auto,34.32,16.25,0.0,0.0,407.62354285714287,10084.755203804643,66.9983662315647,,,27686.859983993127,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0362192738391478,1.1775577421581578e-06,7.71760009526584e-10,2.645146125815259e-14,1.972686698964341e-09,0.1377234345936609,0.0027451812375766,0.0246757036173606,9.21355588883005e-07,1.0273579943765756e-09,2.8772225080448304e-10,2.8202220397200994e-10,2.2517140887488185e-07,4.208757841051011e-07,6.542647756279316e-07,0.996445533826801,0.9821214945941916,0.7454345743040001,1e-07,1e-07,2011-06-26 22:19:00,6.2325,54.1351,,79.40797181101611,15151.929861111112,177,6,2011,,,,,,,
1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,resultsD366,1161,,2,,1,,,1,4,1,1,3,1,auto,34.32,16.25,0.0,0.0,407.62354285714287,10084.755203804643,66.9983662315647,,,27686.859983993127,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0362192738391478,1.1775577421581578e-06,7.71760009526584e-10,2.645146125815259e-14,1.972686698964341e-09,0.1377234345936609,0.0027451812375766,0.0246757036173606,9.21355588883005e-07,1.0273579943765756e-09,2.8772225080448304e-10,2.8202220397200994e-10,2.2517140887488185e-07,4.208757841051011e-07,6.542647756279316e-07,0.996445533826801,0.9821214945941916,0.7454345743040001,1e-07,1e-07,2011-06-26 22:20:00,6.2363,54.1355,,79.39737966101966,15151.930555555557,177,6,2011,,,,,,,
1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,1196,resultsD366,1162,,2,,1,,,1,4,1,1,3,1,auto,34.32,16.26,0.0,0.0,407.62354285714287,10084.755203804643,66.9983662315647,,,27686.859983993127,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0362085399937779,1.1778255679366495e-06,7.720540837429674e-10,2.6476946775662305e-14,1.973238782690544e-09,0.1376687573754152,0.0027446600794868,0.0246753017684294,9.215358431069124e-07,1.0279092886106244e-09,2.878441186143309e-10,2.822534978739651e-10,2.252587814142899e-07,4.2087311245808425e-07,6.542457626748042e-07,0.9964459818520806,0.9821100882940648,0.7453968408336,1e-07,1e-07,2011-06-26 22:21:00,6.2401,54.1358,,79.3767265991076,15151.93125,177,6,2011,,,,,,,
1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,1197,resultsD366,1163,,2,,1,,,1,4,1,1,3,1,auto,34.32,16.23,0.0,0.0,407.62354285714287,10084.755203804643,66.9983662315647,,,27686.859983993127,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0362407567795798,1.1770221229461588e-06,7.71172136334383e-10,2.640055687181604e-14,1.971582881781743e-09,0.1378328743099849,0.0027462239587567,0.0246765057921282,9.209950569010664e-07,1.026256178832328e-09,2.8747862486068123e-10,2.815601496505554e-10,2.2499671943120854e-07,4.208811126942328e-07,6.543027629291691e-07,0.9964446375501312,0.9821442880530676,0.7455100412447998,1e-07,1e-07,2011-06-26 22:22:00,6.244,54.1361,,79.35550251961851,15151.931944444445,177,6,2011,,,,,,,
1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,resultsD366,1164,,2,,1,,,1,4,1,1,3,1,auto,34.32,16.13,0.0,0.0,407.62354285714287,10084.755203804643,66.9983662315647,,,27686.859983993127,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0363484772188127,1.174344677401555e-06,7.682382695411992e-10,2.6147363448584163e-14,1.96607079344926e-09,0.1383817830239662,0.0027514456758732,0.0246804861779924,9.19191929625726e-07,1.0207625332190656e-09,2.8626268747024846e-10,2.7926051413904617e-10,2.2412438564212133e-07,4.209074617087802e-07,6.544919271778834e-07,0.9964401516404862,0.9822578733064276,0.7458873759488,1e-07,1e-07,2011-06-26 22:23:00,6.2478,54.1364,,79.33647019917906,15151.93263888889,177,6,2011,,,,,,,
1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,1199,resultsD366,1165,,2,,1,,,1,4,1,1,3,1,auto,34.32,16.25,0.0,0.0,407.62354285714287,10084.755203804643,66.9983662315647,,,27686.859983993127,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0362192738391478,1.1775577421581578e-06,7.71760009526584e-10,2.645146125815259e-14,1.972686698964341e-09,0.1377234345936609,0.0027451812375766,0.0246757036173606,9.21355588883005e-07,1.0273579943765756e-09,2.8772225080448304e-10,2.8202220397200994e-10,2.2517140887488185e-07,4.208757841051011e-07,6.542647756279316e-07,0.996445533826801,0.9821214945941916,0.7454345743040001,1e-07,1e-07,2011-06-26 22:24:00,6.2516,54.1367,,79.31823888128916,15151.933333333332,177,6,2011,,,,,,,
1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,resultsD366,1166,,2,,1,,,1,4,1,1,3,1,auto,34.33,16.26,0.0,0.0,407.7423142857143,10087.6936522906,67.01788790004709,,,27694.927250888228,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03620653071198,1.1779274388376154e-06,7.72235766414963e-10,2.6481241131830028e-14,1.973488911588122e-09,0.1376965150228462,0.0027451630285795,0.0246769461518379,9.216447603354774e-07,1.0278021507338463e-09,2.8785880452318216e-10,2.822392794319681e-10,2.2526336454379602e-07,4.2102449025321613e-07,6.544696204089984e-07,0.9964459818520806,0.9821101856149196,0.745420058435225,1e-07,1e-07,2011-06-26 22:25:00,6.2555,54.137,,79.29950029868,15151.934027777776,177,6,2011,,,,,,,
1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,1201,resultsD366,1167,,2,,1,,,1,4,1,1,3,1,auto,34.32,16.27,0.0,0.0,407.62354285714287,10084.755203804643,66.9983662315647,,,27686.859983993127,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036197811227836,1.1780934044783015e-06,7.723482497351708e-10,2.650245453235196e-14,1.9737909832138158e-09,0.1376141085605733,0.0027441390563399,0.0246748994119337,9.217160894691092e-07,1.0284608406213241e-09,2.8796602298890133e-10,2.82484969775911e-10,2.2534617249499533e-07,4.2087043590865705e-07,6.542267368542318e-07,0.9964464298020108,0.9820986756094396,0.7453591073632001,1e-07,1e-07,2011-06-26 22:26:00,6.2593,54.1373,,79.28289312200641,15151.934722222222,177,6,2011,,,,,,,
