,Unnamed: 0,Unnamed: 0.1,dataset,level_1,datetime,par1,par1_type,par2,par2_type,alkalinity,dic,opt_k_bisulfate,opt_k_carbonic,opt_k_fluoride,opt_total_borate,opt_gas_constant,opt_pH_scale,salinity,temperature,pressure,total_ammonia,total_borate,total_calcium,total_fluoride,total_phosphate,total_silicate,total_sulfate,total_sulfide,peng_correction,gas_constant,total_alpha,total_beta,pressure_atmosphere,pressure_atmosphere_out,pH,pCO2,fCO2,bicarbonate,carbonate,aqueous_CO2,xCO2,alkalinity_borate,hydroxide,alkalinity_phosphate,alkalinity_silicate,alkalinity_ammonia,alkalinity_sulfide,hydrogen_free,revelle_factor,saturation_calcite,saturation_aragonite,pH_total,pH_sws,pH_free,pH_nbs,gamma_dic,beta_dic,omega_dic,gamma_alk,beta_alk,omega_alk,isocapnic_quotient,isocapnic_quotient_approx,psi,substrate_inhibitor_ratio,alkalinity_alpha,alkalinity_beta,HCO3,CO3,CO2,BOH4,BOH3,OH,Hfree,H3PO4,H2PO4,HPO4,PO4,H3SiO4,H4SiO4,NH3,NH4,HS,H2S,HSO4,SO4,HF,F,alpha,alphaH,beta,betaH,k_CO2,k_carbonic_1,k_carbonic_2,k_water,k_borate,k_bisulfate,k_fluoride,k_phosphoric_1,k_phosphoric_2,k_phosphoric_3,k_silicate,k_ammonia,k_sulfide,k_calcite,k_aragonite,fugacity_factor,vp_factor,fH,k_alpha,k_beta,longitude,latitude,total_nitrate,pH_total_spectro_out,distance_to_shore,datenum,dayofyear,month,year,oxygen umol/kg,aou,%_aou_from_oxygen,oxygen_saturation,chlorophyll,calcium umol/kg,calcium_corrected
91,91,91,RWSomean,57,1980-02-29,8.081521739130435,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,32.98511847826087,6.283695652173913,0.0,0.049891304347826,391.768964326087,9692.507145156002,64.39245477849866,0.040945652173913,0.4309782608695652,26609.97543307206,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.081521739130435,,,,,,,,,,,,,,,,,7.980424680149383,7.972907179838078,8.03380686192661,8.081521739130435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0504779352299247,7.186916970484429e-07,4.0101223395766575e-10,7.593405782491046e-15,1.151088643993032e-09,0.2034363293336644,0.0032574720195732,0.019492148791085,5.772223850625328e-07,4.727056152638936e-10,1.4464679040181188e-10,9.767294866322582e-11,1.1663757632585046e-07,4.024483053131615e-07,6.388601621830196e-07,0.9959583195379432,0.9907424642996882,0.7787410296360555,1e-07,1e-07,4.088279574722388,52.54976578201144,0.391304347826087,,34.07119255242432,3711.0,60,2,1980,261.7257805043669,41.58700210006234,13.708930100472031,303.3127826044293,1.257608695652174,,
92,92,92,RWSomean,58,1980-03-31,8.133333333333333,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,33.28056666666667,6.671111111111111,0.0,0.0286516853932584,395.2780446666667,9779.32307334598,64.96921893727675,0.0353820224719101,0.269438202247191,26848.32137202648,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.133333333333333,,,,,,,,,,,,,,,,,8.032027922934873,8.024439281328686,8.08641295404997,8.133333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0496786870799618,7.279996846069916e-07,4.0952094895801536e-10,7.911050712361706e-15,1.1680908132193292e-09,0.2013009884754849,0.0032501726519021,0.0195269264452901,5.846516608171161e-07,4.832516774134522e-10,1.4745168393697683e-10,1.0064540006758535e-10,1.1876559857432049e-07,4.06491596564403e-07,6.444730325185377e-07,0.9959790292964102,0.990501624729395,0.7782347403391986,1.0000000000000001e-07,1.0000000000000001e-07,4.099634907033324,52.56922577580871,0.3374157303370786,,33.87695207153804,3742.0,91,3,1980,273.4037061041537,26.39681756493195,8.80682307535888,299.80052366908563,3.83855421686747,,
93,93,93,RWSomean,59,1980-04-30,8.291111111111112,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,32.867666666666665,8.363333333333333,0.0,0.0195555555555555,390.3739723809524,9657.994535360813,64.16316924563883,0.0238555555555555,0.1082222222222222,26515.223921927685,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.291111111111112,,,,,,,,,,,,,,,,,8.18586612968382,8.178123001017354,8.243836448246586,8.291111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0469462478156706,7.514021074740877e-07,4.299578821405831e-10,9.253664027961138e-15,1.210623925854999e-09,0.185570084426776,0.0031176794529483,0.0193002766760957,5.994630889132896e-07,5.264391502257935e-10,1.5775416608937434e-10,1.1543088920022431e-10,1.267717430273583e-07,4.008284165853277e-07,6.345808606873637e-07,0.9960672704028946,0.9893451322992666,0.7709494790747564,1e-07,1e-07,4.08350776161508,52.56521098229059,0.2553333333333333,,34.80438051192008,3772.0,121,4,1980,291.7345283872553,-2.512788858595571,-0.917436113359304,289.2217395286598,8.2989010989011,,
94,94,94,RWSomean,60,1980-05-31,8.433333333333334,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,32.96853111111111,10.301111111111112,0.0,0.0123333333333333,391.5719537968254,9687.63303276728,64.36007347024932,0.0051777777777777,0.0543333333333333,26596.59396128364,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.433333333333334,,,,,,,,,,,,,,,,,8.324473030591188,8.316501601178928,8.38720448218265,8.433333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043991157141247,7.842543170337237e-07,4.616546427389455e-10,1.122882818269048e-14,1.272835977692312e-09,0.1713624830097479,0.0030061778260346,0.0191457264734249,6.222650979896221e-07,5.834014789781338e-10,1.712247409170769e-10,1.3516607106930452e-10,1.3694456768516413e-07,4.020498030384956e-07,6.342868167470493e-07,0.9961646610680278,0.9878430437462234,0.7641588697313874,1.0000000000000001e-07,1.0000000000000001e-07,4.099634907033324,52.56922577580871,0.0455555555555555,,33.87695207153804,3803.0,152,5,1980,292.6493753403861,-15.678846798596958,-5.592764059076244,276.9705285417891,9.079545454545457,,
95,95,95,RWSomean,61,1980-06-30,8.447422680412371,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,32.69480204081633,13.720618556701032,0.0,0.0353061224489795,388.3208345247813,9607.199155550266,63.82570865382055,0.0177653061224489,0.0520408163265306,26375.76941458201,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.447422680412371,,,,,,,,,,,,,,,,,8.331428208883,8.323103398500853,8.402686481299467,8.447422680412371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0395054581364954,8.368146931392677e-07,5.157946637794276e-10,1.5481796281399672e-14,1.376549631481344e-09,0.1482164897896243,0.002798486018922,0.0187386750014235,6.559035302558796e-07,6.920177286952576e-10,1.9586432703686127e-10,1.7751571285067172e-10,1.552568348718427e-07,3.976455841299486e-07,6.237028204096577e-07,0.9963291295954928,0.9847514884829544,0.7511073473492447,1e-07,1e-07,4.0280056444923495,52.4990417185098,0.0483673469387755,,37.22027066816384,3833.0,182,6,1980,232.32711283973745,25.98558418010888,10.06965735083509,258.3126970198463,3.462244897959184,,
96,96,96,RWSomean,62,1980-07-31,8.1671875,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,32.39258046875,16.209375,0.0,0.03890625,384.7313057388393,9518.39290346408,63.23572172000998,0.019046875,0.0859375,26131.95920625034,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.1671875,,,,,,,,,,,,,,,,,8.045873277195696,8.037309812967296,8.12349611256932,8.1671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03668385352334,8.729256600648188e-07,5.56292684733887e-10,1.9336405203538527e-14,1.4517622003751835e-09,0.1336539176150734,0.0026537007646124,0.0183905169158724,6.771892283040618e-07,7.770374440496081e-10,2.1480293160389248e-10,2.1552291376192027e-10,1.690112483519312e-07,3.926831569087078e-07,6.131706431524463e-07,0.9964431349035768,0.982098378378341,0.7415634474375951,1e-07,1e-07,4.150395238617016,52.61596700940729,0.1017647058823529,,32.6263444508699,3864.0,213,7,1980,222.92247240741085,23.397616625573413,9.428846067354163,246.32008903298424,5.115625,,
97,97,97,RWSomean,63,1980-08-31,8.197826086956521,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,32.648609782608695,17.602739726027398,0.0,0.0229347826086956,387.7722024751553,9593.62579843095,63.73553365870231,0.02045,0.0639130434782608,26338.50488703716,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.197826086956521,,,,,,,,,,,,,,,,,8.09526274576608,8.086530420634809,8.177129283169677,8.219178082191782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0351564843967773,8.975861611444457e-07,5.860712557640367e-10,2.200479752689116e-14,1.5048116625734386e-09,0.1267613939338491,0.0025928579034952,0.0182660877516024,6.940165426802633e-07,8.337052232755572e-10,2.2669957394116727e-10,2.391372755154733e-10,1.7740452408049948e-07,3.950169485276314e-07,6.144649903313895e-07,0.9965052447525992,0.98048013038676,0.7368257912017054,1e-07,1e-07,4.088279574722388,52.54976578201144,0.0810869565217391,,34.07119255242432,3895.0,244,8,1980,224.3032366607208,15.10382774268617,6.299769020793644,239.4293135103671,7.054945054945055,,
98,98,98,RWSomean,64,1980-09-30,8.023333333333333,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,33.33244333333333,17.416666666666668,0.0,0.0271111111111111,395.8941912476191,9794.566764608297,65.07049084614056,0.0219555555555555,0.069,26890.17166358931,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.023333333333333,,,,,,,,,,,,,,,,,7.900738966381525,7.891962114383612,7.982796481995212,8.023333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0351961261280931,9.031261957314968e-07,5.942400383555607e-10,2.1944386322570827e-14,1.5167639778042404e-09,0.1292715954620513,0.0026373814805638,0.0184337666482421,7.011228316571477e-07,8.274342607022103e-10,2.2660464978556336e-10,2.351854159091074e-10,1.7709007328252165e-07,4.059165387857824e-07,6.306194940299933e-07,0.9964972216374014,0.9807293142056808,0.7389845632037791,1e-07,1e-07,4.091835151904454,52.56773956609467,0.066,,34.33757459342506,3925.0,274,9,1980,224.4217779939992,15.064865309570497,6.307922809266457,239.0541340563469,4.3533333333333335,,
99,99,99,RWSomean,65,1980-10-31,8.075641025641024,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,33.50129620253164,14.349367088607591,0.0,0.0467948717948717,397.8996808969259,9844.183310392826,65.40011981961955,0.0361666666666666,0.1349999999999999,27026.38977977198,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.075641025641024,,,,,,,,,,,,,,,,,7.959476877922866,7.951012478241051,8.03315599650533,8.075641025641024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0385739266702532,8.560076779023833e-07,5.39373767216923e-10,1.671135823682562e-14,1.4167807198052495e-09,0.1463867348390497,0.0028042928126153,0.0188272096365706,6.718475157243878e-07,7.137396949675471e-10,2.022394908603388e-10,1.8592902524084118e-10,1.596059490951446e-07,4.093107011239076e-07,6.399521951533969e-07,0.9963585334697996,0.9841368030385976,0.7505634430158828,9.999999999999998e-08,9.999999999999998e-08,3.936160265474239,52.44531936208678,0.1374358974358974,,40.48649357017683,3956.0,305,10,1980,231.8770315382494,21.795843231082745,8.560306106683209,253.6728747693321,2.6294871794871795,,
100,100,100,RWSomean,66,1980-11-30,8.13076923076923,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,33.80702307692308,11.003846153846156,0.0,0.0365384615384615,401.5308426593407,9934.019577510013,65.99694968842225,0.0311923076923076,0.1596153846153846,27273.027809044102,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.13076923076923,,,,,,,,,,,,,,,,,8.021841463324181,8.013720738032386,8.08686089118766,8.13076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0427872640839419,8.047483077529093e-07,4.846626256793959e-10,1.2230450593759351e-14,1.3137638341685634e-09,0.1689679846455274,0.0030096626011248,0.0192445514798544,6.389414941538977e-07,6.0317415155621e-10,1.776186123424913e-10,1.4263037305530026e-10,1.4145958842167538e-07,4.141909391848793e-07,6.514105446459265e-07,0.9961993866560264,0.9872723568645708,0.7637534530298582,9.999999999999998e-08,9.999999999999998e-08,4.1203519427115145,52.55814780788466,0.1123076923076923,,32.18682963352243,3986.0,335,11,1980,242.78630679239555,28.44016390419454,10.488388570972052,271.2264706965901,1.9538461538461536,,
101,101,101,RWSomean,67,1980-12-31,8.097142857142856,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,33.35852285714285,9.3,0.0,0.0457142857142857,396.20394147755104,9802.230098333554,65.12140242793937,0.0354857142857142,0.1691428571428571,26911.21071149617,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.097142857142856,,,,,,,,,,,,,,,,,7.990829568578996,7.982936894558361,8.051430583285887,8.097142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0454166077383051,7.720988562518828e-07,4.511596361438796e-10,1.0319906147347586e-14,1.2505052635776354e-09,0.1800397991623936,0.0030877783983191,0.0193160429782626,6.153845193234078e-07,5.545631721075543e-10,1.6503095494063892e-10,1.2486231685446032e-10,1.3213575680553982e-07,4.077190347826174e-07,6.436868137739112e-07,0.9961143034772209,0.988621386392032,0.7687768979777629,1e-07,1e-07,3.715725136477016,52.26397530727421,0.1888571428571428,,36.622106176409154,4017.0,366,12,1980,253.1076570328452,29.36217988861806,10.356326866897724,282.4698369214633,1.8705882352941177,,
102,102,102,RWSomean,68,1981-01-31,7.948351648351648,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,32.39701648351648,6.2,0.0,0.0434065934065934,384.7839929199372,9519.696403551505,63.244381560975405,0.0464111111111111,0.3601098901098901,26135.537857757525,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,7.948351648351648,,,,,,,,,,,,,,,,,7.846364564701442,7.838907278673412,7.899299566577169,7.948351648351648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0508087594580849,7.114160027164097e-07,3.9319891534202437e-10,7.445131851079084e-15,1.1369960660103815e-09,0.2016184623575671,0.0032277122815299,0.0193766031956379,5.705144538002533e-07,4.708771102652757e-10,1.4329219816371615e-10,9.71433899463403e-11,1.1572950755837374e-07,3.941522929531479e-07,6.266366461907043e-07,0.9959538044214477,0.9907905673471652,0.7772665992868756,1e-07,1e-07,4.071688826328779,52.52252408527038,0.3974725274725275,,34.646583407505474,4048.0,31,1,1981,272.9796073334512,32.270329225681266,10.480370627224213,305.2499365591325,0.8791208791208791,,
103,103,103,RWSomean,69,1981-02-28,8.153333333333332,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,32.69794777777778,5.6288888888888895,0.0,0.0363333333333333,388.3581968920635,9608.123514151426,63.83184965722998,0.0392584269662921,0.3214444444444444,26378.307164546983,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.153333333333332,,,,,,,,,,,,,,,,,8.05299592178872,8.045577175055614,8.104803737429616,8.153333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0517158644014412,7.05014976983154e-07,3.8786173847650887e-10,7.038036488107596e-15,1.125543151816853e-09,0.2081513947188788,0.0032844784702219,0.0194853476063252,5.668870230365102e-07,4.57187755085025e-10,1.4009138015291119e-10,9.248336237123022e-11,1.1320677893195245e-07,3.981914041445037e-07,6.33060671376775e-07,0.9959235336211336,0.9911593440517446,0.7802915622710836,1e-07,1e-07,4.100448357436494,52.56671643137184,0.3814444444444444,,33.74496096430879,4076.0,59,2,1981,282.78935817886565,25.735164633101498,8.344050769553487,308.5245228119672,0.8772727272727273,,
104,104,104,RWSomean,70,1981-03-31,8.155882352941177,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,32.21735784313726,6.357843137254902,0.0,0.0365686274509803,382.650161582633,9466.90463757036,62.89365791922737,0.0438627450980392,0.2997058823529411,25990.60243756247,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.155882352941177,,,,,,,,,,,,,,,,,8.053401169619805,8.045951795489454,8.10647293501027,8.155882352941177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0505813958262692,7.118265035685998e-07,3.93317407034733e-10,7.529395236886212e-15,1.137423511102655e-09,0.1999181832340175,0.0032086950019167,0.0193169446445462,5.695369016080901e-07,4.713560346583101e-10,1.4391352268198782e-10,9.858974397688068e-11,1.1622651600971384e-07,3.91747633355304e-07,6.228697568720513e-07,0.9959620265943196,0.9906805474214624,0.7764247248472184,9.999999999999998e-08,9.999999999999998e-08,3.807944781690243,52.2980977583125,0.4723529411764706,,36.84839298767744,4107.0,90,3,1981,289.55205036181263,14.95309989657745,4.823706083321392,304.5051502583901,3.886138613861386,,
105,105,105,RWSomean,71,1981-04-30,8.411818181818182,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,32.19369636363636,8.81,0.0,0.0160550458715596,382.3691308103896,9459.95183370887,62.84746676336544,0.0224770642201834,0.08348623853211,25971.5140905358,0.0,0.0,83.14462618000002,0.0,0.0,1.0,1.0,8.411818181818182,,,,,,,,,,,,,,,,,8.304527055810551,8.296789484935985,8.363262764449162,8.411818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0464526174843171,7.518494420880599e-07,4.287116601131249e-10,9.574233100023105e-15,1.2105247234309971e-09,0.1794896298372054,0.0030515730301019,0.0191243207983609,5.97868145059966e-07,5.408936748071686e-10,1.5979598729817315e-10,1.2007535545291003e-10,1.2850367152530378e-07,3.910933084710314e-07,6.196511044864703e-07,0.9960897413544356,0.988997324089004,0.7673391173939386,1e-07,1e-07,4.089989559633906,52.56370638900281,0.3007339449541285,,34.33616430893252,4137.0,120,4,1981,295.93912802033105,-8.093844643865397,-2.832509199035413,287.84528337646566,11.476363636363637,,
106,106,106,RWSomean,72,1981-05-31,8.319565217391304,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,32.32634130434783,11.65,0.0,0.0347826086956521,383.9445737204969,9498.928866229218,63.106411819208994,0.017891304347826,0.0357608695652173,26078.522304436246,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.319565217391304,,,,,,,,,,,,,,,,,8.20707263292551,8.19900807505769,8.27273361514984,8.319565217391304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0423059864615827,7.992116347347998e-07,4.754790467681814e-10,1.2685089039142216e-14,1.3014807749529623e-09,0.160359917392286,0.002894401671512,0.0188791524977817,6.297451329425536e-07,6.247259204851708e-10,1.79885320219529e-10,1.5134772838300976e-10,1.4357156282086456e-07,3.926673578560553e-07,6.189083576282719e-07,0.9962300995443848,0.9866577558855982,0.7576572971711218,1e-07,1e-07,4.088279574722388,52.54976578201144,0.1781521739130434,,34.07119255242432,4168.0,151,5,1981,271.03998317935765,-0.5613758419937149,-0.118666316215935,270.478607337364,3.5967391304347824,,
107,107,107,RWSomean,73,1981-06-30,8.392727272727273,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,32.809036363636366,14.227272727272728,0.0,0.0157407407407407,389.677611896104,9640.766322843754,64.04871311176088,0.0110181818181818,0.026,26467.92529165906,0.0,0.0,83.14462618000002,0.0,0.0,1.0,1.0,8.392727272727273,,,,,,,,,,,,,,,,,8.275864119139499,8.267472828395332,8.348587874830537,8.392727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0388401841219365,8.463722176282149e-07,5.262638647051627e-10,1.6216741107770588e-14,1.3958212260737175e-09,0.1452700706050517,0.0027759185720228,0.0187082294816229,6.6277742878787e-07,7.099588463530045e-10,1.9990998847018164e-10,1.8411932024798976e-10,1.5819529249393606e-07,3.991075110002461e-07,6.251635110012567e-07,0.9963531195437864,0.984272096360379,0.7494755176525885,1e-07,1e-07,4.343941124660067,52.76347607396703,0.0641818181818181,,21.142961507801907,4198.0,181,6,1981,251.66608001579067,3.723972292695004,1.4554971064368345,255.39005230848568,5.638181818181819,,
108,108,108,RWSomean,74,1981-07-31,8.36304347826087,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,32.65744456521739,16.61195652173913,0.0,0.0308695652173913,387.87713445031056,9596.221853788978,63.752780628422414,0.0215978260869565,0.028695652173913,26345.63214196361,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.36304347826087,,,,,,,,,,,,,,,,,8.241224853593101,8.232591947203423,8.320320329107476,8.36304347826087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0361736647868301,8.826505596029648e-07,5.67855084861274e-10,2.0120279420062103e-14,1.472122642791631e-09,0.1318968018376241,0.002645193731825,0.0183999734104832,6.84993549342631e-07,7.952144094465506e-10,2.1859051414719508e-10,2.2155497960640984e-10,1.7166178229542897e-07,3.962674645318225e-07,6.177483255980982e-07,0.9964615083710932,0.981670502588042,0.7405641850336776,1e-07,1e-07,4.088279574722388,52.54976578201144,0.0835869565217391,,34.07119255242432,4229.0,212,7,1981,232.15898767130017,11.73190231918936,4.809884645450387,243.8908899904895,4.801098901098901,,
109,109,109,RWSomean,75,1981-08-31,8.391304347826088,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,32.478721739130435,17.67391304347826,0.0,0.0332608695652173,385.7544179130435,9543.70507201686,63.40388385231186,0.0188478260869565,0.033695652173913,26201.45166813456,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.391304347826088,,,,,,,,,,,,,,,,,8.2671018464881,8.258370887347542,8.349068567000662,8.391304347826088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0350981965805658,8.974432810243797e-07,5.853323919366634e-10,2.206019112134036e-14,1.5042076448016482e-09,0.1261239690801008,0.0025838015575127,0.0182368763841651,6.934410906115443e-07,8.370659752859182e-10,2.2703775453379222e-10,2.4032754875810937e-10,1.777076198547459e-07,3.932070453688623e-07,6.117155705901262e-07,0.9965084537968368,0.9803999311766584,0.7363402662623406,1e-07,1e-07,4.088279574722388,52.54976578201144,0.0769565217391304,,34.07119255242432,4260.0,243,8,1981,228.844324797638,10.413942408294826,4.347578611207953,239.2582672059328,3.58,,
110,110,110,RWSomean,76,1981-09-30,8.347826086956522,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,32.68064855072464,17.734782608695653,0.0,0.0260869565217391,388.1527315010352,9603.040225397172,63.79807867967668,0.0265072463768115,0.0521739130434782,26364.35141637532,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.347826086956522,,,,,,,,,,,,,,,,,8.223732457376308,8.214977514722724,8.306109614047037,8.347826086956522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0349995345733132,9.007810061383136e-07,5.8996727387834e-10,2.229007438369072e-14,1.5116066769653835e-09,0.1261964019543716,0.002590109224205,0.0182685147550929,6.965959848990726e-07,8.40186592602269e-10,2.2798173516265943e-10,2.413108452100786e-10,1.782927120506374e-07,3.96148172826455e-07,6.158708160491079e-07,0.9965111362980372,0.980328984409558,0.736477449264335,1e-07,1e-07,4.083254953251768,52.54893279575115,0.0514492753623188,,34.38344615832952,4290.0,273,9,1981,219.47487774141948,19.196039999281687,8.017920666752001,238.6709177407012,4.0978260869565215,,
111,111,111,RWSomean,77,1981-10-31,8.216049382716049,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,32.76556790123457,13.490123456790124,0.0,0.0401234567901234,389.1613307583775,9627.993339090608,63.96385542051615,0.0363086419753086,0.1959259259259259,26432.85812288756,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.216049382716049,,,,,,,,,,,,,,,,,8.100566853753165,8.092267941160227,8.171220156613506,8.216049382716049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039778665468646,8.338338213609243e-07,5.140092077858577e-10,1.520549357782882e-14,1.371443291690211e-09,0.1494664712378345,0.0028118321357331,0.018767146635722,6.539813576108966e-07,6.793733592596265e-10,1.9422619048408946e-10,1.7392904138876948e-10,1.5395226309487256e-07,3.991643838952741e-07,6.262689218447196e-07,0.9963185948302618,0.9849994074229738,0.7520165213115804,1.0000000000000001e-07,1.0000000000000001e-07,3.9272992619003135,52.42627607070523,0.1575308641975308,,39.73168453074486,4321.0,304,10,1981,236.42958294902093,23.06343016647135,8.830936244417687,259.4930131154923,2.08641975308642,,
112,112,112,RWSomean,78,1981-11-30,8.18695652173913,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,32.997082608695656,12.006521739130434,0.0,0.03,391.9110640124224,9696.022743252192,64.41581075730144,0.0346086956521739,0.187391304347826,26619.62721641058,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.18695652173913,,,,,,,,,,,,,,,,,8.074729113994243,8.066564369216238,8.141823904834624,8.18695652173913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0416010048745925,8.126191553353719e-07,4.90554142498822e-10,1.322169153556004e-14,1.3280659949986203e-09,0.1593085925363191,0.0029069276473727,0.0189841615838998,6.416075602764896e-07,6.363399207574972e-10,1.8352013896224152e-10,1.544550439832788e-10,1.4610514419954245e-07,4.022778335816658e-07,6.325917948806911e-07,0.9962482768633016,0.9864049196325458,0.7578972108751614,1e-07,1e-07,4.088279574722388,52.54976578201144,0.1534782608695652,,34.07119255242432,4351.0,334,11,1981,234.67813145528345,32.32321873360923,12.11472890796802,267.0013501888927,1.682608695652174,,
113,113,113,RWSomean,79,1981-12-31,8.236363636363636,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,31.761004545454547,6.479545454545455,0.0,0.0513636363636363,377.22998827272727,9332.807571906633,62.00278014040661,0.0439545454545454,0.4156818181818181,25622.4500524758,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.236363636363636,,,,,,,,,,,,,,,,,8.132660111092118,8.125223580081153,8.18598922694759,8.236363636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0505211738152682,7.097052598929597e-07,3.90203855168177e-10,7.585327357112716e-15,1.1329569968695983e-09,0.1962236331324272,0.0031708807970293,0.019224785642376,5.677658416985585e-07,4.793748570891101e-10,1.4420422092426107e-10,9.963512626468263e-11,1.1658450346866507e-07,3.851371590174818e-07,6.12989385637233e-07,0.9959684484940546,0.9905995653601104,0.7742324101177774,1.0000000000000001e-07,1.0000000000000001e-07,4.111506390812941,52.58957031477859,0.3668181818181818,,33.840727540139184,4382.0,365,12,1981,282.2164237233696,22.54709719386377,7.399495597511785,304.76352091723334,1.0046511627906978,,
114,114,114,RWSomean,80,1982-01-31,8.304347826086957,3.0,,,,,1.0,4.0,1.0,1.0,3.0,4.0,31.89151956521739,4.413043478260869,0.0,0.0591304347826087,378.7801338074534,9371.158738128312,62.2575672351849,0.0419347826086956,0.4349999999999999,25727.740002300445,0.0,0.0,83.14462618,0.0,0.0,1.0,1.0,8.304347826086957,,,,,,,,,,,,,,,,,8.204714124726506,8.19749945036938,8.253769172275657,8.304347826086957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0543496742928747,6.775714766329902e-07,3.6283660955630544e-10,6.161699127845402e-15,1.075503126476816e-09,0.2153208054998458,0.0033162949051354,0.0194055585110397,5.458719376843512e-07,4.31096864216319e-10,1.31842040304684e-10,8.399489734784209e-11,1.0693232606576804e-07,3.866367390558325e-07,6.167639640910872e-07,0.995857042270744,0.99185810877897,0.7819173208371207,1e-07,1e-07,4.088279574722388,52.54976578201144,0.395,,34.07119255242432,4413.0,31,1,1982,300.24216309632163,19.54277002875253,6.091637139844712,319.7849331250742,0.6545454545454545,,
